txn_id,timestamp,amount_inr,payment_method,bank,device_type,customer_segment,failure_reason,retry_count_before,past_success_rate,network_latency_ms,hour_of_day,is_weekend,fraud_score
pay_100927,2026-08-06T23:17:00,882.72,netbanking,SBI,ios,returning,network_drop,0,0.813,1183,23,False,0.051
pay_100928,2026-08-10T01:45:00,1574.01,card,IDFC,android,high_value,card_expired,0,0.823,551,1,False,0.062
pay_100929,2026-06-16T16:56:00,1673.17,upi,,web,new,otp_expired,0,0.729,344,16,False,0.196
pay_100930,2026-07-19T06:45:00,1730.23,upi,,ios,returning,network_drop,1,0.823,348,6,True,0.014
pay_100931,2026-07-23T09:19:00,1514.29,netbanking,SBI,ios,returning,otp_expired,0,0.5,521,9,False,0.021
pay_100932,2026-07-08T11:55:00,892.97,card,Yes Bank,android,new,card_expired,1,0.037,457,11,False,0.134
pay_100933,2026-07-19T15:19:00,2454.41,netbanking,HDFC,android,high_value,bank_server_timeout,0,0.605,2149,15,True,0.092
pay_100934,2026-07-13T08:46:00,666.63,card,Yes Bank,android,returning,card_expired,3,0.92,118,8,False,0.129
pay_100935,2026-06-25T11:53:00,64.22,netbanking,HDFC,android,at_risk_churn,bank_server_timeout,0,0.898,3384,11,False,0.014
pay_100936,2026-08-09T03:03:00,394.85,card,Yes Bank,ios,returning,risk_engine_block,0,0.535,301,3,True,0.563
pay_100937,2026-07-20T10:06:00,1771.99,upi,,android,returning,otp_expired,0,0.689,88,10,False,0.01
pay_100938,2026-08-16T04:33:00,1202.47,upi,,web,at_risk_churn,bank_server_timeout,2,0.647,1160,4,True,0.173
pay_100939,2026-07-15T19:08:00,1163.08,card,SBI,android,at_risk_churn,daily_limit_exceeded,2,0.322,373,19,False,0.111
pay_100940,2026-06-25T13:10:00,3112.04,upi,,ios,returning,network_drop,1,0.53,1063,13,False,0.045
pay_100941,2026-08-08T16:26:00,1728.32,netbanking,Axis,ios,new,bank_server_timeout,2,0.018,3324,16,True,0.234
pay_100942,2026-06-12T19:52:00,265.31,wallet,,ios,high_value,risk_engine_block,1,0.852,428,19,False,0.586
pay_100943,2026-08-22T17:57:00,1057.14,upi,,android,new,network_drop,0,0.07,3150,17,True,0.196
pay_100944,2026-08-01T07:55:00,1486.91,upi,,web,returning,otp_expired,0,0.841,207,7,True,0.01
pay_100945,2026-08-12T11:37:00,820.06,netbanking,Kotak,ios,returning,otp_expired,1,0.767,510,11,False,0.077
pay_100946,2026-08-26T21:48:00,4573.56,netbanking,Yes Bank,web,returning,network_drop,3,0.796,1579,21,False,0.158
pay_100947,2026-08-12T09:39:00,121.04,upi,,android,returning,otp_expired,1,0.636,308,9,False,0.029
pay_100948,2026-06-03T22:35:00,2681.84,wallet,,android,returning,risk_engine_block,0,0.525,111,22,False,0.614
pay_100949,2026-07-12T07:42:00,1607.13,upi,,ios,at_risk_churn,otp_expired,0,0.786,97,7,True,0.084
pay_100950,2026-07-26T19:21:00,72.73,card,SBI,android,at_risk_churn,daily_limit_exceeded,0,0.833,230,19,True,0.043
pay_100951,2026-06-02T06:35:00,16545.78,wallet,,ios,returning,risk_engine_block,0,0.591,274,6,False,0.831
pay_100952,2026-07-22T08:34:00,372.64,netbanking,Axis,android,high_value,network_drop,0,0.443,3490,8,False,0.096
pay_100953,2026-06-09T12:03:00,542.6,card,HDFC,ios,high_value,insufficient_funds,0,0.783,106,12,False,0.01
pay_100954,2026-07-12T23:03:00,246.51,card,Yes Bank,android,new,wrong_cvv,0,0.179,533,23,True,0.164
pay_100955,2026-07-21T09:10:00,654.57,card,Kotak,android,new,risk_engine_block,0,0.277,501,9,False,0.717
pay_100956,2026-07-31T20:59:00,1658.19,netbanking,HDFC,ios,high_value,bank_server_timeout,0,0.361,3230,20,False,0.078
pay_100957,2026-07-11T04:22:00,320.31,netbanking,HDFC,ios,new,bank_server_timeout,1,0.077,525,4,True,0.147
pay_100958,2026-07-01T13:52:00,497.55,card,ICICI,android,at_risk_churn,insufficient_funds,0,0.762,433,13,False,0.038
pay_100959,2026-06-22T01:55:00,394.81,wallet,,ios,returning,insufficient_funds,0,0.605,176,1,False,0.043
pay_100960,2026-08-08T15:06:00,393.52,card,HDFC,android,new,insufficient_funds,2,0.329,254,15,True,0.292
pay_100961,2026-06-14T05:40:00,4065.2,upi,,web,high_value,network_drop,0,0.864,3088,5,True,0.083
pay_100962,2026-06-23T16:34:00,1214.54,wallet,,web,returning,insufficient_funds,0,0.796,103,16,False,0.049
pay_100963,2026-07-22T01:55:00,167.63,wallet,,android,at_risk_churn,risk_engine_block,2,0.438,82,1,False,0.688
pay_100964,2026-06-21T21:05:00,298.66,card,Axis,web,new,wrong_cvv,3,0.34,187,21,True,0.269
pay_100965,2026-06-18T18:20:00,1233.0,upi,,web,returning,bank_server_timeout,0,0.838,2299,18,False,0.029
pay_100966,2026-07-26T17:46:00,1064.13,card,Kotak,ios,new,daily_limit_exceeded,0,0.279,213,17,True,0.13
pay_100967,2026-06-05T14:44:00,544.6,card,IDFC,web,new,wrong_cvv,0,0.029,569,14,False,0.12
pay_100968,2026-06-09T19:46:00,96.25,upi,,web,returning,otp_expired,0,0.877,526,19,False,0.051
pay_100969,2026-06-05T23:50:00,690.79,upi,,android,new,bank_server_timeout,0,0.109,842,23,False,0.168
pay_100970,2026-07-29T21:36:00,368.51,netbanking,SBI,ios,new,bank_server_timeout,0,0.433,800,21,False,0.178
pay_100971,2026-06-18T06:22:00,405.03,netbanking,Kotak,ios,at_risk_churn,bank_server_timeout,1,0.847,2879,6,False,0.053
pay_100972,2026-06-14T18:21:00,4155.3,wallet,,ios,new,network_drop,0,0.066,844,18,True,0.153
pay_100973,2026-08-07T10:38:00,119.11,wallet,,web,at_risk_churn,insufficient_funds,1,0.646,454,10,False,0.01
pay_100974,2026-08-18T00:20:00,4547.85,wallet,,android,at_risk_churn,risk_engine_block,1,0.858,156,0,False,0.643
pay_100975,2026-06-12T01:53:00,440.99,wallet,,ios,new,risk_engine_block,0,0.322,190,1,False,0.683
pay_100976,2026-07-31T13:46:00,72.37,upi,,web,high_value,otp_expired,1,0.754,126,13,False,0.01
pay_100977,2026-06-05T02:49:00,112.77,netbanking,Kotak,ios,new,network_drop,0,0.141,579,2,False,0.17
pay_100978,2026-08-07T16:35:00,472.05,card,SBI,web,high_value,wrong_cvv,1,0.855,518,16,False,0.042
pay_100979,2026-06-18T05:31:00,569.34,wallet,,ios,returning,network_drop,1,0.65,1808,5,False,0.096
pay_100980,2026-06-01T04:56:00,542.84,netbanking,ICICI,android,new,bank_server_timeout,0,0.075,2481,4,False,0.165
pay_100981,2026-08-21T06:40:00,486.57,upi,,web,high_value,otp_expired,0,0.858,472,6,False,0.039
pay_100982,2026-07-08T14:41:00,158.31,wallet,,ios,at_risk_churn,insufficient_funds,0,0.573,251,14,False,0.092
pay_100983,2026-08-09T22:51:00,38.48,upi,,web,new,risk_engine_block,1,0.46,284,22,True,0.711
pay_100984,2026-07-04T13:31:00,3023.59,card,Yes Bank,android,returning,wrong_cvv,0,0.966,562,13,True,0.04
pay_100985,2026-07-17T08:35:00,392.27,wallet,,web,new,insufficient_funds,0,0.216,113,8,False,0.133
pay_100986,2026-08-10T21:15:00,1195.53,card,ICICI,android,high_value,wrong_cvv,1,0.837,203,21,False,0.065
pay_100987,2026-08-23T18:37:00,4889.48,wallet,,android,new,risk_engine_block,3,0.678,299,18,True,0.824
pay_100988,2026-07-09T20:15:00,1360.13,card,IDFC,web,high_value,risk_engine_block,0,0.678,330,20,False,0.629
pay_100989,2026-08-22T23:29:00,402.88,upi,,web,at_risk_churn,otp_expired,1,0.88,590,23,True,0.061
pay_100990,2026-07-27T05:04:00,577.08,card,ICICI,ios,returning,insufficient_funds,0,0.612,589,5,False,0.072
pay_100991,2026-06-20T04:01:00,3823.03,netbanking,HDFC,web,at_risk_churn,bank_server_timeout,1,0.625,3318,4,True,0.073
pay_100992,2026-08-27T19:56:00,246.3,upi,,ios,high_value,otp_expired,0,0.743,461,19,False,0.067
pay_100993,2026-08-13T02:54:00,295.02,upi,,web,returning,otp_expired,1,0.737,295,2,False,0.087
pay_100994,2026-08-15T23:47:00,1286.6,card,IDFC,android,new,insufficient_funds,0,0.012,277,23,True,0.106
pay_100995,2026-06-19T03:25:00,664.71,card,IDFC,web,at_risk_churn,wrong_cvv,0,0.753,551,3,False,0.041
pay_100996,2026-07-19T03:25:00,1107.38,upi,,android,returning,otp_expired,0,0.895,528,3,True,0.093
pay_100997,2026-06-02T17:42:00,547.19,upi,,ios,returning,otp_expired,0,0.833,233,17,False,0.076
pay_100998,2026-08-07T20:08:00,3735.39,upi,,ios,new,otp_expired,2,0.363,217,20,False,0.215
pay_100999,2026-07-15T11:46:00,1183.39,wallet,,android,high_value,insufficient_funds,0,0.768,588,11,False,0.082
pay_101000,2026-08-10T11:20:00,318.8,upi,,ios,new,risk_engine_block,0,0.334,239,11,False,0.653
pay_101001,2026-07-06T15:03:00,290.23,card,ICICI,ios,returning,card_expired,0,0.777,502,15,False,0.023
pay_101002,2026-08-29T07:45:00,1758.77,card,IDFC,web,new,card_expired,1,0.014,588,7,True,0.156
pay_101003,2026-08-15T14:43:00,451.72,wallet,,android,high_value,insufficient_funds,1,0.434,337,14,True,0.048
pay_101004,2026-06-08T17:49:00,578.46,upi,,ios,new,bank_server_timeout,0,0.552,3381,17,False,0.191
pay_101005,2026-07-25T05:33:00,1148.6,upi,,web,returning,otp_expired,0,0.922,190,5,True,0.097
pay_101006,2026-06-07T07:29:00,137.22,card,ICICI,ios,new,card_expired,1,0.168,362,7,True,0.149
pay_101007,2026-08-08T11:55:00,132.68,upi,,android,new,otp_expired,0,0.143,339,11,True,0.15
pay_101008,2026-07-27T05:59:00,2514.87,card,Axis,android,returning,wrong_cvv,0,0.653,221,5,False,0.07
pay_101009,2026-08-20T10:37:00,556.31,card,HDFC,ios,new,insufficient_funds,0,0.055,577,10,False,0.167
pay_101010,2026-06-09T17:52:00,947.66,card,Yes Bank,web,returning,insufficient_funds,1,0.728,83,17,False,0.032
pay_101011,2026-08-15T01:19:00,204.49,card,Yes Bank,android,new,card_expired,0,0.234,584,1,True,0.164
pay_101012,2026-08-11T19:47:00,195.58,upi,,ios,returning,network_drop,0,0.888,1254,19,False,0.095
pay_101013,2026-06-24T13:13:00,9190.81,wallet,,ios,new,risk_engine_block,1,0.453,196,13,False,0.75
pay_101014,2026-08-05T01:29:00,279.85,card,Yes Bank,web,high_value,insufficient_funds,1,0.874,108,1,False,0.063
pay_101015,2026-08-29T21:48:00,1391.62,netbanking,HDFC,web,at_risk_churn,bank_server_timeout,0,0.416,422,21,True,0.098
pay_101016,2026-06-21T04:48:00,1936.97,netbanking,Axis,web,returning,network_drop,0,0.861,1034,4,True,0.057
pay_101017,2026-07-11T15:30:00,413.17,netbanking,Kotak,ios,new,bank_server_timeout,0,0.537,2387,15,True,0.109
pay_101018,2026-08-26T15:52:00,3551.26,card,IDFC,ios,returning,risk_engine_block,0,0.823,234,15,False,0.596
pay_101019,2026-06-16T22:16:00,174.88,wallet,,web,new,risk_engine_block,2,0.026,517,22,False,0.754
pay_101020,2026-07-16T12:06:00,784.23,upi,,web,new,otp_expired,1,0.1,487,12,False,0.118
pay_101021,2026-07-19T19:24:00,1131.96,card,Axis,android,at_risk_churn,daily_limit_exceeded,0,0.802,399,19,True,0.015
pay_101022,2026-07-23T20:17:00,213.61,upi,,ios,new,network_drop,0,0.042,3313,20,False,0.178
pay_101023,2026-07-04T04:25:00,4019.85,wallet,,android,returning,risk_engine_block,0,0.735,144,4,True,0.559
pay_101024,2026-08-21T19:52:00,163.7,upi,,web,new,risk_engine_block,0,0.513,318,19,False,0.671
pay_101025,2026-07-22T03:21:00,234.15,wallet,,android,returning,network_drop,1,0.822,3153,3,False,0.03
pay_101026,2026-08-29T06:18:00,466.44,netbanking,Axis,web,new,bank_server_timeout,0,0.375,2005,6,True,0.176
pay_101027,2026-08-20T17:02:00,248.1,card,ICICI,android,new,risk_engine_block,0,0.401,552,17,False,0.733
pay_101028,2026-07-19T20:16:00,11604.47,netbanking,Kotak,ios,new,bank_server_timeout,0,0.23,1099,20,True,0.17
pay_101029,2026-07-12T02:21:00,999.72,wallet,,web,returning,insufficient_funds,0,0.732,264,2,True,0.01
pay_101030,2026-06-08T23:14:00,611.93,wallet,,android,new,network_drop,1,0.13,928,23,False,0.142
pay_101031,2026-07-18T10:38:00,110.6,wallet,,ios,returning,network_drop,0,0.663,1313,10,True,0.081
pay_101032,2026-08-11T08:39:00,457.87,netbanking,IDFC,ios,new,bank_server_timeout,0,0.461,1153,8,False,0.116
pay_101033,2026-08-13T00:28:00,1383.85,netbanking,Axis,android,returning,bank_server_timeout,1,0.798,3378,0,False,0.061
pay_101034,2026-07-08T22:03:00,238.69,upi,,web,returning,risk_engine_block,0,0.812,89,22,False,0.619
pay_101035,2026-07-25T14:56:00,278.92,wallet,,ios,new,insufficient_funds,0,0.337,403,14,True,0.161
pay_101036,2026-08-04T11:52:00,1031.2,card,Kotak,android,new,insufficient_funds,2,0.198,141,11,False,0.201
pay_101037,2026-06-17T17:12:00,337.48,card,IDFC,android,returning,card_expired,1,0.398,498,17,False,0.079
pay_101038,2026-07-14T15:14:00,713.64,wallet,,ios,high_value,insufficient_funds,0,0.783,252,15,False,0.037
pay_101039,2026-07-12T16:56:00,1028.67,upi,,ios,new,otp_expired,0,0.711,340,16,True,0.131
pay_101040,2026-06-15T02:08:00,289.29,netbanking,Kotak,web,returning,otp_expired,2,0.616,583,2,False,0.168
pay_101041,2026-07-08T21:41:00,522.09,card,IDFC,android,at_risk_churn,card_expired,0,0.963,468,21,False,0.069
pay_101042,2026-08-17T02:50:00,999.48,wallet,,web,new,insufficient_funds,0,0.277,279,2,False,0.103
pay_101043,2026-07-13T07:54:00,1554.08,upi,,ios,returning,otp_expired,0,0.58,150,7,False,0.072
pay_101044,2026-07-03T08:58:00,467.51,wallet,,ios,new,risk_engine_block,0,0.191,295,8,False,0.732
pay_101045,2026-06-02T03:41:00,430.76,card,Axis,web,returning,card_expired,0,0.708,206,3,False,0.015
pay_101046,2026-08-15T13:33:00,2507.95,netbanking,IDFC,ios,high_value,network_drop,0,0.542,2043,13,True,0.01
pay_101047,2026-08-11T06:41:00,328.1,upi,,android,new,otp_expired,0,0.161,185,6,False,0.115
pay_101048,2026-06-07T16:45:00,343.42,wallet,,web,at_risk_churn,insufficient_funds,0,0.936,82,16,True,0.01
pay_101049,2026-08-26T17:30:00,3286.31,wallet,,android,returning,risk_engine_block,1,0.63,143,17,False,0.642
pay_101050,2026-06-07T16:50:00,889.92,netbanking,Axis,web,returning,network_drop,0,0.445,878,16,True,0.031
pay_101051,2026-06-01T05:23:00,1923.96,netbanking,HDFC,web,high_value,network_drop,1,0.497,3496,5,False,0.01
pay_101052,2026-06-10T02:00:00,1152.88,card,HDFC,ios,at_risk_churn,card_expired,2,0.422,310,2,False,0.199
pay_101053,2026-07-31T19:02:00,4680.59,netbanking,Kotak,android,returning,bank_server_timeout,0,0.242,2325,19,False,0.02
pay_101054,2026-07-29T19:50:00,874.34,wallet,,web,returning,risk_engine_block,0,0.597,201,19,False,0.597
pay_101055,2026-08-12T02:29:00,538.58,wallet,,ios,new,network_drop,2,0.007,3943,2,False,0.209
pay_101056,2026-07-19T05:00:00,730.74,netbanking,HDFC,ios,at_risk_churn,otp_expired,0,0.361,457,5,True,0.093
pay_101057,2026-07-08T14:45:00,3294.13,netbanking,Yes Bank,web,returning,bank_server_timeout,0,0.825,385,14,False,0.01
pay_101058,2026-07-05T13:11:00,12073.76,upi,,ios,returning,otp_expired,0,0.736,134,13,True,0.081
pay_101059,2026-07-18T09:31:00,1692.16,netbanking,ICICI,android,new,bank_server_timeout,1,0.017,91,9,True,0.184
pay_101060,2026-06-09T01:40:00,6449.65,netbanking,Kotak,android,new,otp_expired,0,0.609,561,1,False,0.199
pay_101061,2026-08-06T15:41:00,427.98,netbanking,Kotak,ios,high_value,network_drop,2,0.864,1799,15,False,0.107
pay_101062,2026-06-08T22:05:00,350.46,card,Axis,android,new,card_expired,0,0.142,168,22,False,0.131
pay_101063,2026-06-06T06:02:00,93.84,card,SBI,web,new,risk_engine_block,0,0.318,84,6,True,0.746
pay_101064,2026-07-08T22:14:00,194.9,card,Axis,ios,returning,daily_limit_exceeded,1,0.596,298,22,False,0.087
pay_101065,2026-06-12T23:39:00,626.86,upi,,web,new,network_drop,1,0.351,3376,23,False,0.131
pay_101066,2026-08-24T17:39:00,457.61,card,Kotak,android,high_value,insufficient_funds,0,0.504,448,17,False,0.044
pay_101067,2026-08-09T08:27:00,731.47,netbanking,SBI,web,new,network_drop,0,0.261,3019,8,True,0.2
pay_101068,2026-07-09T20:25:00,426.24,upi,,android,at_risk_churn,network_drop,2,0.933,3877,20,False,0.128
pay_101069,2026-06-21T12:13:00,429.24,wallet,,web,returning,insufficient_funds,0,0.832,396,12,True,0.073
pay_101070,2026-07-27T09:43:00,172.17,card,SBI,android,new,daily_limit_exceeded,0,0.435,495,9,False,0.172
pay_101071,2026-06-01T05:57:00,1001.08,netbanking,HDFC,android,at_risk_churn,network_drop,0,0.679,2397,5,False,0.036
pay_101072,2026-06-15T10:21:00,989.18,upi,,web,high_value,risk_engine_block,0,0.522,345,10,False,0.594
pay_101073,2026-06-25T14:54:00,3620.78,netbanking,SBI,web,new,bank_server_timeout,0,0.53,3123,14,False,0.159
pay_101074,2026-08-19T21:13:00,2389.2,card,Axis,android,returning,daily_limit_exceeded,3,0.989,112,21,False,0.188
pay_101075,2026-08-23T07:21:00,9468.77,netbanking,SBI,web,returning,bank_server_timeout,2,0.725,3152,7,True,0.124
pay_101076,2026-08-13T12:27:00,1003.79,netbanking,ICICI,ios,returning,bank_server_timeout,2,0.553,3267,12,False,0.17
pay_101077,2026-08-12T06:54:00,1703.3,netbanking,HDFC,android,new,otp_expired,0,0.228,240,6,False,0.133
pay_101078,2026-07-11T12:16:00,239.0,upi,,android,high_value,network_drop,0,0.703,2464,12,True,0.01
pay_101079,2026-06-05T00:36:00,467.58,upi,,web,new,otp_expired,0,0.464,444,0,False,0.124
pay_101080,2026-06-18T07:39:00,185.16,wallet,,web,new,risk_engine_block,2,0.073,547,7,False,0.783
pay_101081,2026-08-15T23:49:00,325.51,wallet,,android,returning,insufficient_funds,0,0.493,88,23,True,0.088
pay_101082,2026-06-04T14:44:00,151.27,wallet,,ios,returning,insufficient_funds,0,0.75,86,14,False,0.018
pay_101083,2026-08-07T11:50:00,1111.42,upi,,android,high_value,otp_expired,0,0.985,176,11,False,0.043
pay_101084,2026-07-11T18:36:00,737.47,wallet,,ios,returning,insufficient_funds,1,0.741,131,18,True,0.075
pay_101085,2026-08-10T02:24:00,9422.98,upi,,ios,high_value,network_drop,0,0.598,2165,2,False,0.028
pay_101086,2026-06-21T15:00:00,56.83,card,ICICI,android,at_risk_churn,wrong_cvv,0,0.711,314,15,True,0.014
pay_101087,2026-06-26T22:44:00,5105.7,netbanking,Yes Bank,web,new,bank_server_timeout,0,0.164,287,22,False,0.128
pay_101088,2026-08-29T04:56:00,1503.49,upi,,ios,new,otp_expired,0,0.227,213,4,True,0.15
pay_101089,2026-07-29T14:29:00,1812.78,netbanking,IDFC,web,returning,network_drop,0,0.872,1782,14,False,0.068
pay_101090,2026-08-14T05:47:00,2874.47,card,Axis,ios,returning,card_expired,2,0.925,362,5,False,0.107
pay_101091,2026-07-17T01:25:00,570.5,upi,,android,new,otp_expired,0,0.068,482,1,False,0.146
pay_101092,2026-07-17T12:23:00,144.88,wallet,,ios,returning,insufficient_funds,0,0.571,117,12,False,0.044
pay_101093,2026-08-12T07:26:00,848.44,wallet,,android,returning,network_drop,0,0.827,3547,7,False,0.017
pay_101094,2026-07-23T06:42:00,423.14,wallet,,web,new,network_drop,0,0.44,2928,6,False,0.132
pay_101095,2026-08-08T01:47:00,828.55,upi,,web,returning,otp_expired,0,0.851,166,1,True,0.066
pay_101096,2026-07-07T04:29:00,445.92,wallet,,ios,new,insufficient_funds,3,0.081,321,4,False,0.222
pay_101097,2026-07-17T22:54:00,980.16,upi,,ios,new,risk_engine_block,0,0.53,353,22,False,0.687
pay_101098,2026-07-22T14:37:00,346.31,wallet,,android,returning,network_drop,1,0.664,3832,14,False,0.064
pay_101099,2026-08-16T23:49:00,328.65,netbanking,Yes Bank,android,returning,network_drop,0,0.869,1595,23,True,0.01
pay_101100,2026-07-14T02:11:00,2068.6,netbanking,ICICI,android,at_risk_churn,network_drop,1,0.784,824,2,False,0.011
pay_101101,2026-06-16T18:17:00,73.49,wallet,,android,new,network_drop,0,0.031,2310,18,False,0.158
pay_101102,2026-06-28T09:45:00,383.9,upi,,web,high_value,risk_engine_block,1,0.617,186,9,True,0.646
pay_101103,2026-07-16T16:58:00,1577.95,card,ICICI,ios,returning,insufficient_funds,0,0.844,366,16,False,0.074
pay_101104,2026-06-15T01:31:00,1609.83,wallet,,ios,high_value,insufficient_funds,0,0.827,231,1,False,0.022
pay_101105,2026-06-25T06:29:00,503.58,wallet,,ios,returning,risk_engine_block,0,0.424,445,6,False,0.632
pay_101106,2026-06-05T01:01:00,335.33,card,HDFC,web,at_risk_churn,insufficient_funds,2,0.851,279,1,False,0.112
pay_101107,2026-07-21T06:33:00,7229.45,netbanking,ICICI,web,returning,bank_server_timeout,1,0.911,1496,6,False,0.035
pay_101108,2026-08-20T23:54:00,840.61,wallet,,android,high_value,insufficient_funds,0,0.699,298,23,False,0.091
pay_101109,2026-06-25T19:57:00,1433.76,upi,,android,returning,otp_expired,0,0.564,307,19,False,0.078
pay_101110,2026-07-21T15:05:00,1085.98,upi,,android,returning,otp_expired,2,0.723,589,15,False,0.179
pay_101111,2026-08-22T11:54:00,205.73,upi,,android,new,bank_server_timeout,2,0.697,2856,11,True,0.256
pay_101112,2026-07-04T22:34:00,2978.87,card,ICICI,web,returning,daily_limit_exceeded,1,0.853,214,22,True,0.015
pay_101113,2026-06-20T08:22:00,100.15,upi,,ios,new,otp_expired,0,0.188,268,8,True,0.118
pay_101114,2026-07-20T01:15:00,408.35,wallet,,web,new,insufficient_funds,1,0.18,330,1,False,0.107
pay_101115,2026-07-01T03:00:00,1315.54,card,SBI,android,new,wrong_cvv,0,0.054,204,3,False,0.165
pay_101116,2026-06-08T21:32:00,1246.54,card,Axis,android,new,daily_limit_exceeded,1,0.385,564,21,False,0.166
pay_101117,2026-06-10T18:51:00,188.73,netbanking,Kotak,web,high_value,otp_expired,0,0.921,354,18,False,0.01
pay_101118,2026-07-19T18:37:00,990.78,netbanking,Axis,android,new,bank_server_timeout,3,0.246,3376,18,True,0.218
pay_101119,2026-06-12T21:09:00,659.54,upi,,web,new,otp_expired,0,0.453,520,21,False,0.191
pay_101120,2026-07-31T16:13:00,607.73,wallet,,web,returning,risk_engine_block,0,0.819,269,16,False,0.563
pay_101121,2026-08-23T15:34:00,4365.12,wallet,,web,new,risk_engine_block,0,0.066,396,15,True,0.67
pay_101122,2026-08-26T16:46:00,458.35,card,Axis,ios,returning,wrong_cvv,1,0.904,104,16,False,0.077
